job_name,appellations,identité,compétences
Contrôle et inspection des impôts (K1503),"Attaché/Attachée d’inspection aux services financiers
Chef de centre régional des impôts
Conservateur / Conservatrice des hypothèques
Contrôleur / Contrôleuse des impôts
Inspecteur / Inspectrice des impôts
Inspecteur principal / Inspectrice principale des impôts
Inspecteur vérificateur/Inspectrice vérificatrice des impôts
Receveur / Receveuse des impôts","DÉFINITION
Effectue le contrôle des dossiers de déclarations fiscales des contribuables (particuliers et professionnels) et apporte une expertise sur la réglementation en matière d'imposition. Participe au règlement de dossiers litigieux auprès de particuliers ou de professionnels (vérification des comptes, enquêtes, dégrèvement, ...).
Peut intervenir dans un service particulier (cadastre, conservation des hypothèques, ...).
ACCÈS À L'EMPLOI MÉTIER


CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Renseigner les usagers et les conseiller dans leurs démarches fiscales (déclarations, obligations, ...)
Contrôler les dossiers, les déclarations des contribuables en matière d'impôts et de taxes locales et calculer le montant de l'imposition
Programmer ou effectuer les vérifications de comptabilité auprès d'entreprises et apporter une expertise sur les règles fiscales
Effectuer le traitement de dossiers et le suivi de contentieux auprès de particuliers, d'entreprises (examen de bilan comptable, procédure de dégrèvement, ...)
Assurer la gestion fiscale et le recouvrement de certains impôts (Taxe sur la Valeur Ajoutée, taxes sur les salaires, impôts sur les sociétés, Impôt de Solidarité sur la Fortune, timbres fiscaux, ...)
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Contrôle et inspection du Trésor Public (K1504),"Chargé / Chargée de l'exécution de la dépense publique
Chef de service en trésorerie générale
Contrôleur / Contrôleuse du Trésor public
Inspecteur / Inspectrice du Trésor public
Receveur / Receveuse du Trésor public
Régisseur / Régisseuse d'avances
Régisseur / Régisseuse de recettes
Trésorier / Trésorière générale
Trésorier payeur général / Trésorière payeuse générale
Trésorier/Trésorière régional","DÉFINITION
Vérifie et contrôle la gestion financière des fonds publics de l'Etat, des collectivités locales et des établissements publics, selon les règles de comptabilité publique. Réalise les opérations de recouvrement des recettes publiques et gère les fonds déposés auprès de l'Etat.
Intervient en expert auprès des décideurs publics et des entreprises.
Peut effectuer la gestion des fonds déposés dans les caisses du Trésor.
ACCÈS À L'EMPLOI MÉTIER



CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Accueillir et renseigner les usagers pour le règlement de leurs impôts, taxes, ...
Effectuer la gestion et le pilotage des opérations de recouvrement des sommes dues par les contribuables
Procéder à la tenue de la comptabilité de l'Etat, des collectivités locales et des établissements publics
Assurer des prestations d'expertise et de conseil en gestion budgétaire, financière et fiscale
Conseiller économiquement et financièrement les entreprises et promouvoir les services de la structure
Contrôler l'exécution des dépenses et l'encaissement des recettes de l'Etat, des collectivités locales et des établissements publics
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Achats (M1101),"Acheteur / Acheteuse
Acheteur / Acheteuse chargé d'affaires import
Acheteur / Acheteuse de commerce
Acheteur / Acheteuse de produits de distribution
Acheteur / Acheteuse e-commerce
Acheteur / Acheteuse junior
Acheteur / Acheteuse public
Acheteur / Acheteuse sénior
Acheteur / Acheteuse sourcing
Acheteur approvisionneur / Acheteuse approvisionneuse
Acheteur approvisionneur / Acheteuse approvisionneuse alimentaire
Acheteur approvisionneur / Acheteuse approvisionneuse non alimentaire
Acheteur confirmé / Acheteuse confirmée
Acheteur industriel / Acheteuse industrielle
Acheteur international / Acheteuse internationale","DÉFINITION
Recherche et sélectionne des produits et des fournisseurs selon la stratégie d'achat de l'entreprise et négocie les contrats commerciaux selon des objectifs de coûts, délais et qualité.
Peut participer à l’élaboration d'une stratégie d'achat pour l'entreprise.
Peut coordonner une équipe.
ACCÈS À L'EMPLOI MÉTIER



CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Identifier les besoins en approvisionnement de l'entreprise et prospecter ou analyser le marché des fournisseurs et des produits
Elaborer des appels d'offres ou des cahiers des charges fournisseurs, prestataires
Analyser les réponses à appel d'offres et évaluer la capacité des fournisseurs à répondre aux demandes
Négocier les prix et les délais de livraison des produits avec les fournisseurs
Suivre l'exécution des contrats d'achats jusqu'à liquidation selon les clauses (quantité, qualité, délais de livraison, ...)
Evaluer les fournisseurs, les produits (audits, enquêtes de satisfaction, prélèvement d'échantillons, ...) et proposer des axes d'amélioration
Actualiser les données (tendances du marché, nouveaux produits, référencement des fournisseurs, ...)
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Direction des achats (M1102),"Chef de division achats
Chef secteur achats
Chef de département Import
Chef de département achats
Chef de service achats
Directeur / Directrice approvisionnement
Directeur / Directrice des achats
Directeur / Directrice des achats étrangers
Ingénieur / Ingénieure achats
Responsable achats et approvisionnement
Responsable achats et logistique
Responsable achats industriels
Responsable des achats
Responsable du service achats étrangers
Responsable sourcing achats","DÉFINITION
Définit et met en oeuvre la politique des achats de l'entreprise selon des objectifs de rationalisation et de réduction des coûts.
Dirige un service et coordonne une équipe.
ACCÈS À L'EMPLOI MÉTIER


CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Définir les orientations stratégiques (investissements, équipements, spécialisation, ...) d'une structure ou participer à leur définition
Elaborer ou faire évoluer les procédures de gestion des achats de l'entreprise
Définir et suivre les objectifs de performance des achats, analyser les résultats et identifier des axes de progrès
Elaborer le cahier des charges type, contrat type, catalogue de référencement, ... et apporter un appui à l'équipe du service achat
Superviser la sélection des fournisseurs et attribuer les marchés
Mettre en place les modalités de suivi des fournisseurs pour proposer des axes d'évolution
Définir et suivre le budget d'une structure
Coordonner l'activité d'un service et mener des actions de gestion de ressources humaines (recrutement, formation, ...)
Suivre et mettre à jour les informations professionnelles et réglementaires
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Analyse et ingénierie financière (M1201),"Analyste financier / financière
Analyste quantitatif en finance
Chargé / Chargée d'analyse et d'ingénierie financière
Gestionnaire de risques financiers
Ingénieur financier / Ingénieure financière
Responsable engagement SICAR
Responsable financement de projet
Responsable merger and acquisition
Risk manager- risques financiers","DÉFINITION
Réalise des analyses et études financières (de marché, de risques, de produits, de restructurations économiques, ...) à destination des opérateurs sur marchés ou des instances dirigeantes de l'entreprise selon les réglementations commerciales, comptables et financières.
Peut mettre en oeuvre des opérations de fusion/acquisition.
Peut concevoir des instruments de suivi et d'analyse de risques.
Peut coordonner une équipe.
ACCÈS À L'EMPLOI MÉTIER


CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Analyser l'information financière, économique et géopolitique pouvant impacter l’investissement et les marchés.
Réaliser les modèles de prévisions pour l'entreprise, le projet de restructuration ou le produit financier étudié
Estimer la valeur de l'entreprise analysée et élaborer les conclusions
Etablir les recommandations de cession d'actifs financiers à destination des opérateurs sur les marchés
Concevoir le business plan, l'introduction en bourse, l'offre publique d'achat pour des instances dirigeantes de l'entreprise conseillée
Etudier/identifier les risques de crédits, de marché, ... de l'entreprise et proposer des solutions de couverture
Apporter un appui technique à des courtiers, des traders, des trésoriers, ...en matière de litiges ou d'arbitrage
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Audit et contrôle comptables et financiers (M1202),"Analyste budgétaire
Auditeur / Auditrice comptable
Auditeur / Auditrice interne
Auditeur comptable et financier / Auditrice comptable et financiére
Auditeur légal / Auditrice légale
Collaborateur / Collaboratrice d'expertise comptable
Contrôleur / Contrôleuse budgétaire
Contrôleur comptable et financier / Contrôleuse comptable et financierère
Expert comptable-commissaire aux comptes/ Experte comptable-commissaire aux comptes
Expert-comptable / Experte-comptable
Inspecteur comptable et financier / Inspectrice comptable et financierère
Réviseur/Réviseurse comptable","DÉFINITION
Réalise un audit ou le contrôle des opérations comptables et financières de structures selon les obligations légales.
Contribue à la prévention, à la maîtrise des risques financiers de structures et à la recherche des irrégularités éventuelles.
Peut apporter un appui technique en gestion comptable et financière à des entreprises en difficulté.
Peut coordonner l'activité d'une équipe ou gérer un service.
ACCÈS À L'EMPLOI MÉTIER




CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Définir ou mettre en oeuvre les méthodes et procédures en matière de contrôle comptable, veiller à leur application et proposer des améliorations
Elaborer et mettre en oeuvre le plan d'audit annuel d'une structure ou déterminer et superviser les missions d'audit
Préparer les éléments nécessaires à un audit, les transmettre au commissaire aux comptes, au contrôleur de gestion, ... ou les analyser
Contrôler la régularité, la fiabilité des opérations réalisées et des états financiers des structures
Identifier et révéler les irrégularités ou les inexactitudes repérées lors d'enquêtes ou de vérifications
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Comptabilité (M1203),"Agent / Agente comptable
Aide-comptable
Assistant / Assistante comptable
Assistant / Assistante comptable et budgétaire
Assistant / Assistante de cabinet comptable
Assistant(e) administratif(ve) et comptable
Comptable
Comptable -caissier
Comptable analytique
Comptable clientèle
Comptable d'entreprise
Comptable fournisseurs
Comptable général / générale
Comptable industriel / industrielle
Comptable principal / principale
Comptable service paie
Comptable trésorerie
Comptable unique
Comptable-gestionnaire de stock
Gestionnaire comptable
Responsable de gestion comptable
Technicien / Technicienne comptable","DÉFINITION
Enregistre et centralise les données commerciales, industrielles ou financières d'une structure pour établir des balances de comptes, comptes de résultat, bilans, ... selon les obligations légales. Contrôle l'exactitude des écritures comptables et rend compte de la situation économique de la structure.
Peut réaliser des activités ayant trait à la paye et à la gestion de personnel.
Peut coordonner l'activité d'une équipe ou gérer une structure.
ACCÈS À L'EMPLOI MÉTIER




CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Vérifier et valider les éléments constitutifs des payes, de la facturation et des mandatements
Procéder à la réglementation et à la saisie des factures, des mandats, des titres et effectuer le rapprochement bancaire
Réaliser le suivi de la trésorerie et en valider la fiabilité
Etablir et effectuer les déclarations fiscales et sociales légales
Actualiser le paramétrage des systèmes de traitement des données comptables (taux de cotisation sociales, ...)
Etablir les états financiers
Coordonner entre les différents services internes et externes (auditeurs et autorités)
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Contrôle de gestion (M1204),"Analyste de gestion d'entreprise
Assistant / Assistante au contrôle de gestion
Assistant / Assistante de contrôle budgétaire
Chargé / Chargée du contrôle de gestion
Conseiller / Conseillère en gestion
Consultant / Consultante interne en gestion
Contrôleur / Contrôleuse de gestion
Contrôleur / Contrôleuse de gestion budgétaire
Contrôleur / Contrôleuse de gestion centrale
Contrôleur / Contrôleuse de gestion chargé(e) du budget
Contrôleur / Contrôleuse de gestion commerciale
Contrôleur / Contrôleuse de gestion d'usine
Contrôleur / Contrôleuse de gestion de groupe
Contrôleur / Contrôleuse de gestion financière
Contrôleur / Contrôleuse de gestion industrielle
Contrôleur financier / Contrôleuse financière
Contrôleur/Contrôleuse de gestion d'une unité de production
Directeur / Directrice du contrôle budgétaire
Directeur / Directrice du contrôle de gestion
Responsable contrôle de gestion
Responsable contrôle de gestion et budgets
Responsable contrôle de gestion et comptabilité
Responsable du service contrôle de gestion","DÉFINITION
Organise et contrôle la gestion économique (définition d'objectifs, indicateurs d'activité, mesure de performance, ...) d'une structure (entreprise, filiale, collectivité locale, ...) et en optimise la rentabilité financière selon les choix stratégiques décidés par les instances dirigeantes et les réglementations (commerciales, fiscales et financières).
Peut réaliser des études prospectives de résultats de la structure.
Peut coordonner une équipe.
ACCÈS À L'EMPLOI MÉTIER



CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Définir et mettre en place les indicateurs et les procédures de suivi de l'activité de la structure
Analyser les performances de la structure, contrôler les résultats financiers et préconiser des actions correctives
Effectuer le suivi budgétaire et superviser les clôtures comptables, les opérations d'inventaire
Conduire ou mettre en place le contrôle interne de la structure
Réaliser le reporting auprès des instances dirigeantes et proposer des solutions d'optimisation de rentabilité de la structure
Apporter un appui technique (conseil en gestion, études de coûts, ...) sur la réalisation d'économies
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Direction administrative et financière (M1205),"Chef de service administratif
Chef de service Financier
Directeur / Directrice des affaires financières
Directeur / Directrice des services communs
Directeur / Directrice des services généraux
Directeur administratif / Directrice administrative
Directeur administratif et financier / Directrice administrative et financière -DAF-
Directeur financier / Directrice financière
Directeur financier / Directrice financière et comptable
Responsable administratif / administrative
Responsable administratif et financier / Responsable administrative et financière
Responsable administratif, comptable et financier / Responsable administrative, comptable et financière
Responsable des services généraux
Responsable financier / financière
Secrétaire général / générale d'entreprise
Travel Manager","DÉFINITION
Définit et supervise la gestion administrative (procédures, fonctionnement, affaires juridiques, ...) et financière (trésorerie, ...) d'une structure selon les choix stratégiques adoptés par les instances dirigeantes et les réglementations (financières, fiscales et commerciales) nationales ou internationales.
Peut être en charge de la gestion des ressources humaines.
Peut définir et mettre en place une politique de recouvrement.
ACCÈS À L'EMPLOI MÉTIER



CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Définir et mettre en place les procédures de gestion administrative et financière et les indicateurs nécessaires au suivi d'activité et au reporting à la direction
Elaborer le budget prévisionnel de la structure, le présenter aux instances dirigeantes et effectuer les ajustements
Suivre l'évolution des résultats financiers de la structure et établir son plan de financement
Superviser, contrôler la gestion de la trésorerie et émettre des recommandations sur l'allocation des ressources financières aux instances dirigeantes
Superviser et coordonner l'audit interne (évaluation des risques financiers, validation de choix fiscaux, ...)
Superviser et coordonner l'action des services, des conseils juridiques en matière de litige et de montages financiers
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Management de groupe ou de service comptable (M1206),"Adjoint / Adjointe au chef comptable
Agent / Agente comptable responsable de service
Chef comptable
Chef de groupe comptable
Chef de service comptabilité
Directeur / Directrice comptable
Directeur / Directrice des services comptables
Responsable comptabilité
Responsable comptabilité publique
Responsable consolidation comptable
Responsable reporting et consolidation comptable
Sous-directeur / Sous-directrice comptable","DÉFINITION
Réalise ou supervise l'ensemble des opérations de comptabilité générale jusqu'au bilan (paie, déclarations sociales et fiscales, tableaux de bord de gestion, ...) selon les règles comptables.
Garantit la fiabilité des comptes de l'entreprise en conformité avec les législations comptables, sociales et fiscales.
Peut effectuer la gestion comptable de filiales de l'entreprise.
Peut établir des tableaux de bords d'ordre comptable.
Peut coordonner une équipe.
ACCÈS À L'EMPLOI MÉTIER



CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Effectuer la gestion comptable et administrative d'une structure
Etablir les déclarations fiscales et sociales d'une structure ou effectuer le suivi des enregistrements, des formalités légales, ...
Procéder à l'établissement des situations intermédiaires, annexes comptables et financières du tableau de bord économique de la structure
Elaborer le bilan et établir le compte de résultat de la structure
Réaliser la tenue de la trésorerie, produire les états financiers et établir les prévisions de trésorerie
Développer et maintenir les relations avec le commissaire aux comptes, les banques, pour les emprunts, les placements financiers, le crédit d'impôts, ...
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Trésorerie et financement (M1207),"Cash manager
Chargé / Chargée de trésorerie et de financement
Consultant financier spécialisé / Consultante financière spécialisée
Credit controller
Credit manager
Directeur / Directrice de trésorerie
Directeur / Directrice marché en devises
Directeur / Directrice marché en dinars
Expert financier / Experte financière
Négociateur / Négociatrice en devises
Responsable de la trésorerie
Responsable financement exportations
Responsable financement investissements
Responsable gestion trésorerie
Responsable investissements
Responsable relations bancaires
Trésorier / Trésorière devises
Trésorier / Trésorière dinars
Trésorier / Trésorière marché monétaire","DÉFINITION
Optimise et sécurise les flux financiers (de trésorerie, d'exportations, ...) de l'entreprise en fonction des orientations de la politique financière et des réglementations (financières, comptables et commerciales).
Peut effectuer la gestion de la politique de recouvrement. Peut rechercher des partenaires et des solutions de financement pour l'entreprise.
Peut coordonner une équipe.
ACCÈS À L'EMPLOI MÉTIER



CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Suivre les positions de trésorerie et en contrôler la prise en compte comptable
Etablir la trésorerie prévisionnelle dans le respect des ratios financiers d'endettement, de solvabilité, de fond de roulement
Elaborer le budget de trésorerie selon les éléments comptables et financiers de l'entreprise et l'historique de son activité
Déterminer les besoins en financement ou les disponibilités financières de la structure et mettre en place les actions adaptées (ligne de crédit, investissement, ...)
Evaluer les flux financiers entrants ou sortants de la structure et en définir les procédures de traitement et de sécurisation
Détecter les fragilités financières de la structure et émettre des recommandations de gestion
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Direction de grande entreprise ou d'établissement public (M1301),"Directeur / Directrice d'un groupe de filiales
Directeur / Directrice de filiale
Directeur général / Directrice générale d'établissement public à caractère non Administratif -EPNA-
Directeur général / Directrice générale de grande entreprise
Directeur général/Directrice générale d'établissement public
Directeur(trice) général(e) adjoint(e) établissement public
Directeur(trice) général(e) fonction publique et assimilé
Directeur/Directrice d'Etablissement Public -EPSCP-
Directeur/Directrice d'Etablissement Public -EPST-
Directeur/Directrice d'Etablissement Public Administratif
Directeur/Directrice d'Etablissement Public et Commercial
Dirigeant / Dirigeante d'entreprise privée
Président Directeur Général/Présidente Directrice Générale
Secrétaire général / générale d'établissement public
Secrétaire général / générale d'établissement public d'enseignement supérieur","DÉFINITION
Dirige une entreprise de 500 salariés et plus ou un établissement public dans ses différentes dimensions (organisationnelle, humaine, commerciale, ...) selon des objectifs de développement économique et de rentabilité financière ou selon les orientations fixées par les pouvoirs publics.
Peut gérer un établissement public spécifique (administratif, industriel et commercial, scientifique et technologique, ...).
ACCÈS À L'EMPLOI MÉTIER



CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Définir la politique générale (organisation, développement économique, ...) et les orientations financières de la structure
Définir et superviser la politique de gestion des ressources humaines de la structure
Superviser les directions stratégiques de la structure et organiser des échanges avec l'équipe de direction
Suivre et analyser les données d'activité du service ou de la structure et proposer des axes d'évolution
Mener des actions de communication/représentation auprès des acteurs de l'environnement socio-économique
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Direction de petite ou moyenne entreprise (M1302),"Chef d'agence commerciale
Chef d'agence de location de véhicules
Chef d'agence de voyages
Chef de bureau de l’emploi et du travail indépendant
Directeur / Directrice d'unité de services au public
Directeur adjoint / Directrice adjointe d'unité de services au public
Directeur adjoint / Directrice adjointe de PME/PMI
Responsable d'agence commerciale
Responsable d'agence de voyages
Responsable de Petite ou Moyenne Entreprise -PME-
Responsable de PME ou d'unité de service au public
Responsable de société de services","DÉFINITION
Gère une structure dans ses différentes dimensions (technique, humaine, commerciale, ...) et organise l'activité dans un objectif de rentabilité économique ou selon les missions fixées par les pouvoirs publics.
ACCÈS À L'EMPLOI MÉTIER



CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Définir et décliner les orientations stratégiques d'une structure
Organiser et mettre en place les modalités de fonctionnement de la structure
Superviser la gestion des ressources humaines d'une structure (paie, formation, recrutement, ...)
Gérer les moyens budgétaires et matériels de la structure ou planifier les opérations financières
Suivre et analyser les données d'activité du service ou de la structure et proposer des axes d'évolution
Communiquer les informations sur les résultats d'activité, les évolutions, les enjeux en interne ou à des partenaires
Définir l'objectif de rentabilité économique de la structure
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Conduite d'enquêtes (M1401),"Agent / Agente d'enquêtes
Agent recenseur / Agente recenseuse
Chargé / Chargée d'enquêtes
Enquêteur / Enquêtrice au téléphone
Enquêteur / Enquêtrice d'opinion
Enquêteur / Enquêtrice des ménages
Enquêteur / Enquêtrice sondage
Enquêteur / Enquêtrice terrain
Enquêteur client / Enquêtrice cliente mystère
Panéliste
Sondeur enquêteur / Sondeuse enquêtrice
Superviseur / Superviseuse d'enquêteurs
Testeur / Testeuse de produits de consommation","DÉFINITION
Collecte des données ou des informations par téléphone, en face à face, ... dans le cadre d'enquêtes, de sondages, selon des impératifs de production (délais, cible, nombre, ...).
Peut participer à la phase préparatoire de l'étude en relation avec l'équipe de recherche (test de questionnaires, de grilles, ...).
Peut tester, apprécier la qualité de produits ou de services (enquête client mystère, test de produits, ...).
Peut coordonner une équipe.
ACCÈS À L'EMPLOI MÉTIER




CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Identifier les personnes cibles, les informer sur la nature et le déroulement de l'enquête
Guider la personne tout au long de l'enquête et réceptionner les données
Compléter les formulaires, les questionnaires et les compte rendus
Effectuer le classement des données collectées et transmettre les résultats de l'enquête
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Conseil en organisation et management d'entreprise (M1402),"Assistant / Assistante en organisation
Auditeur / Auditrice en organisation
Auditeur / Auditrice qualité services
Auditeur social / Auditrice sociale
Chef de projet en organisation
Chef de projet green IT
Conseiller / Conseillère en conduite du changement
Conseiller / Conseillère en organisation d'entreprise
Consultant / Consultante en intelligence économique
Consultant / Consultante en management
Consultant / Consultante en management qualité
Consultant / Consultante en organisation
Consultant / Consultante en organisation et management
Consultant / Consultante en stratégie/organisation
Consultant / Consultante ergonome
Consultant / Consultante green IT
Consultant / Consultante pilotage de la performance
Directeur / Directrice qualité services
Ingénieur / Ingénieure - conseil en management
Ingénieur / Ingénieure - conseil en organisation
Ingénieur / Ingénieure en organisation
Intervenant / Intervenante Prévention des Risques Professionnels - IPRP
Responsable de la gestion et l'organisation administrative
Responsable des projets organisation
Responsable développement durable
Responsable en intelligence économique
Responsable en knowledge management
Responsable en organisation
Responsable en organisation en entreprise
Responsable qualité services","DÉFINITION
Conseille et accompagne les dirigeants de l'entreprise dans l'élaboration de stratégies de transformation, d'adaptation et de conduite du changement. Conçoit les processus de changements organisationnels et managériaux (humains, technologiques, financiers, informatiques, démarche qualité, sécurité, ...) selon les finalités attendues.
Peut coordonner l'activité d'une équipe ou diriger un service.
ACCÈS À L'EMPLOI MÉTIER

CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Analyser les besoins du client et définir les objectifs et le cadre de l'intervention
Présenter des solutions au client et préconiser des améliorations en matière d'organisation, de procédures, d'outils,...
Définir les modalités de mise en oeuvre des solutions retenues et identifier les indicateurs de suivi
Accompagner le client dans la mise en oeuvre des solutions retenues et le conseiller sur l'organisation, les méthodes et les outils
Suivre et mettre à jour l'information technique, économique, règlementaire, ...
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Études et prospectives socio-économiques (M1403),"Analyste en intelligence économique
Analyste prix
Assistant(e) chargé(e) d'études socio-économiques
Attaché / Attachée d'études statistiques
Chargé / Chargée d'études commerciales
Chargé / Chargée d'études de marché
Chargé / Chargée d'études économiques
Chargé / Chargée d'études économiques et sociales
Chargé / Chargée d'études économiques et statistiques
Chargé / Chargée d'études en marketing
Chargé / Chargée d'études financières
Chargé / Chargée d'études prospectives
Chargé / Chargée d'études satisfaction
Chargé / Chargée d'études socio-économiques
Chargé / Chargée d'études statistiques
Chef de groupe études socio-économiques
Chef de projet études socio-économiques
Chef de service études socio-économiques
Data analyst
Data miner
Data scientist
Directeur / Directrice d'études économiques
Directeur / Directrice d'études socio-économiques
Economètre
Economiste d'entreprise
Ingénieur / Ingénieure économiste en entreprise
Ingénieur statisticien / Ingénieure statisticienne
Responsable d'études économiques
Responsable d'études socio-économiques
Responsable de veille stratégique
Responsable prévision des ventes
Statisticien / Statisticienne","DÉFINITION
Analyse des données (économiques, statistiques, ...) et les restitue en une information opérationnelle et stratégique d'aide à la décision pour la structure, l'entreprise.
Peut réaliser et mettre en oeuvre le recueil de données.
Peut coordonner une équipe ou diriger un service.
ACCÈS À L'EMPLOI MÉTIER



CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Définir les méthodes et les outils de traitement de l'information en fonction des moyens, coûts, délais, organisation, ...
Rechercher les sources d'information économique, technologique, juridique, concurrentielle, ...
Sélectionner les informations et les données (rapports, documentations, médias, enquêtes, ...)
Adapter les outils de traitement statistique de données, réaliser des études et formaliser les résultats
Rédiger l'information produite (études, synthèses, rapports, bulletins, ...) et établir des prévisions, des évaluations, des recommandations, des perspectives, ...
Présenter et diffuser les résultats des études réalisées
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
Assistanat en ressources humaines (M1501),"Assistant / Assistante de gestion du personnel
Assistant / Assistante de gestion en ressources humaines
Assistant / Assistante de service formation
Assistant / Assistante du service personnel
Assistant / Assistante emploi formation
Assistant / Assistante ressources humaines
Assistant/Assistante de gestion administrative du personnel
Chargé / Chargée de la gestion administrative du personnel
Gestionnaire administratif(ve) ressources humaines
Gestionnaire de l'administration du personnel
Gestionnaire paie et administration du personnel
Secrétaire du service personnel","DÉFINITION
Réalise le suivi administratif de la gestion du personnel (contrats, absences, visites médicales, déclarations aux organismes sociaux, ...) et de la formation continue selon la législation sociale, la réglementation du travail et la politique des ressources humaines de la structure.
Peut préparer et contrôler les bulletins de salaires. Peut réaliser le suivi de contrats d'externalisation de services (paies, ...).
Peut coordonner une équipe.
ACCÈS À L'EMPLOI MÉTIER




CONDITIONS D'EXERCICE DE L'ACTIVITÉ","COMPÉTENCES DE BASE
SAVOIR FAIRE
Suivre et mettre à jour les dossiers individuels des salariés et réaliser les déclarations réglementaires
Collecter les besoins en formation du personnel et en réaliser une synthèse
Elaborer et actualiser les supports de suivi et de gestion des ressources humaines (tableaux de bord sociaux, grilles de salaires, plannings des congés, ...)
Renseigner le personnel sur la législation sociale et les spécificités de la structure
Mettre en place les élections des représentants du personnel
Suivre le traitement des mesures disciplinaires et des relations avec les instances légales (Inspection du travail, Conseil des prud'hommes, ...)
Accueillir les nouveaux salariés et favoriser leur intégration dans la structure
SAVOIR
COMPÉTENCES SPÉCIFIQUES"
